Date,Title,Article,Link,Topics,Year
"Thu, October 9 2008",LBH Palembang supports Ahmadiyah ban,"Both parties strongly opposed the intervention of the Indonesian Legal Aid Institute Foundation (YLBHI), which is to file a lawsuit against the gubernatorial decree in the State Administrative Court (PTUN). ""Although we're under the auspices of the YLBHI, we're ready to obstruct the legal process they hope to start. We have agreed to unite against Ahmadiyah teachings in line with the joint ministerial decree,"" Eti said. Leader of the provincial chapter of the Islamic Forum (FUI) Umar Said said Muslim organizations would support LBH's decision at all costs. According to Umar, support has come not only from Muslim organizations across the province, but from the entire Muslim community, which deems Ahmadiyah teachings heretical. His group is determined to defend the gubernatorial decree even if that means breaking the law, he said. ""Ahmadiyah is a deviant doctrine. It would be improper for the YLBHI to file a suit against the decree because if such tolerance existed, why were other heretical teachings banned? All Muslims must oppose the suit on the basis of our common faith,"" he said. Head of the Indonesian Mujahidin Council's (MMI) South Sumatra chapter Arfan M. Alwi said Ahmadiyah teachings were a betrayal of Islam. ""The ban is the right thing to do. The Ahmadis have two choices: immediately repent to God or make a new name for their religion. Don't hitch onto Islam,"" he said. Secretary of the local chapter of the Islamic Defenders Front (FPI) Habib Mahdi Muhammad Syahab said the FPI remained firm in its opposition to the spread of Ahmadiyah teachings in Indonesia, especially in South Sumatra. His group has reached consensus and is committed to resisting Ahmadiyah teachings in South Sumatra, he said, adding no one has been able to sow dissent among Muslim organizations in the province. ""We must disband Ahmadiyah despite the challenge involved in doing so,"" Habib said.",http://www.thejakartapost.com/news/2008/09/27/lbh-palembang-supports-ahmadiyah-ban.html-0,,2008
"Tue, October 14 2008",Hard-line leaders could face two years in prison,"Prosecutors on Monday demanded a two-year prison sentence for hard-line Islamic leaders Rizieq Shihab and Munarman for their alleged involvement in an attack on a peaceful rally in June. In separate hearings at the Central Jakarta District Court, defense lawyers said there was no convincing evidence to convict the men, and added they would prepare their rebuttals for next week's hearing. Rizieq, chairman of the Islam Defenders Front (FPI), is accused of masterminding the attack on members of the National Alliance for the Freedom of Faith and Religion (AKKBB) during a rally promoting religious tolerance at the National Monument (Monas) park on June 1. Munarman, leader of the Islam Troop Command (KLI), was allegedly involved directly in the attack, in which 70 people were injured. He has been charged with committing violence against people and objects. Reading out the charges against Rizieq, Nurlini, one of four prosecutors at the trial, said: ""He is guilty of instigating other people (his followers) to commit violence... as stated in the Criminal Code."" Rizieq's lawyers said their client did not have prior knowledge about the attack, and the evidence presented by the prosecutors was not convincing. ""They put some people on the eyewitness list, and these people never testified in court,"" defense lawyer Ary Yusuf Hamir said. He also objected to prosecutors' request for the judge to consider statements made during police interrogations of FPI members. The FPI members later withdrew their statements linking the attack to Rizieq. ""The prosecutors still want to use the statements, although they were withdrawn because they were made under pressure and force (from the police),"" Ary said. ""Only statements made in court can be used in the judgment."" The prosecutors urged the judge to consider the statements, saying police interrogators had testified in court that they did not put pressure on the FPI members to give false testimony. Judge Manusunan Harahap, who presided over the two hearings, adjourned the trial until Oct. 22 to give defense lawyers enough time to prepare for their rebuttal. Even if found guilty and sentenced to two years in prison, neither defendant will serve out the full term, having already served time since their detention in June. (mri)",http://www.thejakartapost.com/news/2008/10/14/hardline-leaders-could-face-two-years-prison.html,,2008
"Sat, October 18 2008",Let's just practice what we preach,"One important aspect of being civilized and being regarded as part of civilization is having a moral value. Without a moral value, it is as if we have returned to the era of ancient life. It is also the basic principle of everyone's life. A moral value is considered the main part of education. It can be learned from the family, the smallest unit of education, and from formal education such as school. Having a moral value is believed to make this country better. Parents and teachers work together in teaching the children how to act in society based on a society's moral value. From a young age in the family to the highest level of education, we learn what is good and what is bad, what is accepted and what is not accepted by the society. This country and the people, including the government, are so proud of the moral value we have. The moral value our country is said to have is the combination of eastern culture and the traditional culture of our ancestors. It is said our moral value is to respect others and to have a great tolerance toward others. This is what we were taught in the family and at school. In the past, many students liked to fight each other. It was very common to hear students from one school fight with students from another school. No single day went by without hearing of and watching this kind of news. Hearing the news, everyone was so angry. Common people, such as parents, to people at the highest level commented on it. We thought that the school as an institution was the main problem. Teachers were said to be failing in teaching students the right way. All of the blame was put on the school, including the teachers and the lessons because they were not teaching the next generation our moral value. However, this time, the real problem in our moral value education which we were so proud of and afraid of at different times has been disclosed. This is a fact that nobody can deny. We teach our next generation to respect each other, but they see how adults attack other adults. This country is full of fighting and quarreling among different societies for many reasons. We tell our children to tolerate each other's differences, but they listen to how disrespectful adults speak of others. With many accusations, we blame and accuse others for what we think is untrue just because they have different beliefs or perceptions. For example, we tell our children -- in this holy month for our Muslim friends -- that fasting for them is a test of their patience. They should be patient when facing any circumstance. However, they see from television how members of the Islamic Defenders Front (FPI) -- who are adults -- are the other way. Those FPI members forbade food vendors from selling and destroyed their property in Tasikmalaya, West Java. They also attacked people inside and in front of the Central Jakarta Court during Ramadan. This example clearly shows the contrast between what we teach our children about the moral value of this country and how people act in their lives. This is the real threat for our next generation. If this threat is not stopped, we should not be surprised if one day our children at school also fight with other students from other schools. We have to be honest in saying that the main destroyer of the moral value of this country is us. We cannot be hypocrites anymore in front of our children. We have to start realizing our own mistakes. What we call a moral value now will just be a big lie if we do not change the way we live. We have to show our children the kind of life which is consistent with and not hypocritical to our lessons about our moral value. Then our country can continue being a civilized country. The writer is a teacher. He can be reached at [email protected]",http://www.thejakartapost.com/news/2008/10/18/let039s-just-practice-what-we-preach.html,,2008
"Thu, October 30 2008",Police reforms still needed,"Last month Bambang Hendarso Danuri replaced Sutanto as National Police (Polri) chief. Unfortunately during his appointment, there was a clash between members of the Islamic Defenders Front (FPI) and supporters of the Nationhood Alliance for Freedom of Faith and Belief (AKBPP) at the South Jakarta District Court. The clash is a strong indication that the police have not been professional and credible in performing their main tasks of maintaining security and order. Regardless of which side was guilty, a seriously wounded supporter of AKBPP was beaten and kicked by FPI members although he was under police escort. If the police were professional, they should have been prepared with an adequate number of anti-riot personnel in anticipation of such an incident before the court case where the FPI coordinator is standing trial as a suspect. The police apparently did not learn from Monas' violent incident in June which involved both sides. During a fit and proper test before the law commission of the House of Representatives here recently, Bambang, the only candidate, emphasized the need for accelerating the ongoing programs' sustainability, performance quality improvement and organizational commitment. He is committed to fighting gambling, drug abuse, terrorism, while-collar crime, illegal logging and illegal fishing, street crime, human trafficking and other social diseases. But the new police chief was apparently unaware of the department's real condition and capability. How will the police be able to improve not only their credibility but also their professionalism in the eyes of the public if their basic and main tasks cannot be performed well? Bambang urgently needs to honestly identify basic problems that are keeping the police from accomplishing their tasks well. We should no longer turn a blind eye to the problem and continue demanding them to ""live a sacred life"" while their daily basic needs are not met. One of Sutanto's several failures during his tenure was that he could not fight for his personnel's social welfare although the House had frequently reminded him to convince the President for a larger police budget because their salaries are only enough for ten days. Many police have to moonlight or end up abusing their power to seek additional income to support their family. The police cannot perform their major tasks and challenges unless the basic and main tasks of maintaining security and public order, monitoring the traffic and other public services are performed well. For humane reasons, it is impossible for police personnel to wholly dedicate their lives to their profession if their salaries cannot cover their daily basic needs and their family's. Bambang also needs to speed up internal consolidation and reform, including revamping organizational and training programs, in order to have qualified and professional personnel. Besides lacking qualified personnel, most of the current personnel are graduates of the old curriculum-based police academy and recruitment system when the National Police was an integral part of the then Indonesian Military during the New Order era. They are in dire need of regular training to reform their mind-set and characteristics in order to reinstate the National Police as civil servants and professional investigators. We do appreciate the new recruitment system and curriculum giving more opportunities to fresh university graduates to join the police academy but its fruits will not be realized for at least 10 to 20 years because besides taking time, the new recruits will not be directly appointed as field commanders. Indonesia needs professional police to maintain security, order and to enforce the law -- fundamental human and democratic rights the people have yet to obtain in their capacity as citizens and within a pluralist community. The police's main and basic tasks are not to issue driving licenses nor nab corrupters -- two jobs that can be handled by other institutions -- but to create a safe feeling in a pluralist society, make sure the rule of the law is applied and that all citizens are equal before the law. If the police stick to these minor but basic tasks, major cases and responsibilities will be entrusted to them. Traffic police in Britain are respected by motorists and travelers because they maintain the flow of traffic and their service is helpful. The Federal Bureau of Investigation in the United States is known to be credible and accountable because its detectives are professional in thoroughly carrying out their investigations. The writer is a member of House of Representatives Commission III on law and deputy secretary-general of the Prosperous Justice Party. He can be reached at [email protected]",http://www.thejakartapost.com/news/2008/10/30/police-reforms-still-needed.html,,2008
"Fri, October 31 2008",FPI members clash with police after Rizieq verdict,"BEHIND BARS: Islam Defenders Front (FPI) leader Rizieq Shihab leaves the Central Jakarta District Court in a police van after the court sentenced him to 18 months in prison on Thursday. ( JP/J. Adiguna) Hundreds of members of the Islam Defenders Front (FPI) clashed with police outside a Central Jakarta court and attempted to force the closure of a nearby Ahmadiyah mosque after their leader, Rizieq Shihab, was sentenced to 18 months in prison. The FPI members, stationed outside the Central Jakarta District Court, were outraged at the guilty verdict handed down to Rizieq for his role in instigating an attack on religious freedom activists at the National Monument park on June 1. After a shoving match with police officers securing the courthouse on Jl. Gajah Mada, the FPI members headed to the Al Hidayah mosque, run by the Ahmadiyah community, on Jl. Balikpapan, Gambir, to close it down. They were stopped 50 meters shy of the mosque by the police, leading to a scuffle between the two. It ended when the FPI members dispersed. No one was detained during the clash, but Central Jakarta Police deputy chief Heri Wibowo said there were elements inciting the crowd. Some 1,500 police officers had been deployed in anticipation of the hard-liners’ reaction to the verdict. Rizieq’s supporters inside the court were also outraged. Several shouted and swore at the judges, but were asked to restrain themselves by their leader. Rizieq’s wife and children were crying. Rizieq and his subordinate Munarman, commander of the Islam Troop Command, were both given 18-month sentences for their role in the attack on members of the National Alliance for the Freedom of Faith and Religion, rallying for the Ahmadiyah community after it had been declared heretical by the Indonesia Ulema Council (MUI). The presiding judge at both trials, Manusunan Harahap, said Rizieq had been proved guilty of instigating violence, and Munarman of committing violence. Both men protested the verdicts, claiming they were handed down based on dubious evidence. Both said they would appeal, and Rizieq maintained his calls for anti-Ahmadiyah actions. “Even if we risk breaking the law... even if I’m thrown in jail or die, we will never stop our efforts to disband Ahmadiyah,” Rizieq said after the sentence was read out. There was a visible sense of relief among police officers outside the courthouse after a police car carrying Munarman, whose sentencing followed Rizieq’s, left the compound. The officers had frequently been engaged by the FPI in clashes throughout the trial. (mri)",http://www.thejakartapost.com/news/2008/10/31/fpi-members-clash-with-police-after-rizieq-verdict.html,,2008
"Sun, November 2 2008",Guntur refuses to belong to the silent majority,"I hope (Rizieq Shihab, Islam Defenders Front leader) will think things through for himself during his jail term. I hope he will eventually be able to propagate an Islam that is anti-violence, Islam as the religion of blessings for the universe. This was a text message from activist Mohamad Guntur Romli, a defender of pluralism and a victim of the FPI violent ambush last June, sent minutes after the court passed the verdict on Rizieq on Thursday. The Jakarta District Court sentenced Rizieq to 18 months' imprisonment for inciting violence against a rally promoting religious tolerance in June this year. The sentence was too lenient in the eyes of the National Alliance for Freedom of Faith and Religion (AKKBB), the organization whose supporters were victims of the FPI's violent assault. Three weeks ago, AKKBB supporter Nong Darol Mahmada voiced her disappointment when prosecutors demanded two years' imprisonment, citing the physical and psychological damage FPI has caused to the public since its emergence in 1998. The FPI supporters brutally assaulted AKKBB supporters commemorating the birth of the Pancasila state pluralist ideology on June 1 at the National Monument (Monas), Central Jakarta. AKKBB was supporting the Ahmadiyah sect that was under fire for being considered blasphemous in relation to Islam. President Susilo Bambang Yudhoyono condemned the assault, immediately stating that Indonesia was a lawful state, not an anarchic state. We should not be defeated by violent actions, he said. But it was clear the state failed to protect its citizens that Sunday afternoon, with the FPI taking action in the absence of security personnel. Seventy AKKBB members were injured. The FPI thugs also brutally attacked women and children. ""After I was sure my family was safe. I returned to the crowd to try and guard some of the women and children. It was then that I was brutally beaten,"" said Mohamad Guntur Romli, known as Guntur. Guntur came to the Monas park along with his two sisters and two young nieces. Other AKKBB activists -- including Wahid Institute for pluralism director Ahmad Suaedy and researcher Imadun Rahmat -- were accompanied by their wives and children. ""It was a peaceful rally. Some of us planned to have a family gatherings afterwards. I planned to entertain my nieces with a ride around Monas in a (horse-drawn) buggy after the rally. My sisters had prepared our meals,"" Guntur said. ""Therefore, we were not prepared when the FPI attacked us."" FPI members beat Guntur with sticks. Guntur underwent a three-hour operation at the Army Central Hospital in Central Jakarta for his fractured nose and cheek bones caused by the blows. Rizieq and the FPI were just doing a job in the field for others,"" said Guntur, who works for various institutions including Jurnal Perempuan Foundation for women's issues, Komunitas Utan Kayuy cultural center and Radio KBR6811. People like FPI members do not care that Islam is tarnished by their violent deeds. Dirty politicians will use any unethical means to reach their goals."" FPI made its first public appearance in August 1998. The organization staged a massive demonstration challenging those who rejected the presidency of B.J. Habibie (1998-1999). Rizieq, said to be a Hadrami descendant born into a family of sayyids who claimed to be direct descendants of the Prophet, founded the FPI. According to scholar Noorhaidi Hasan in his Ph.D. thesis, Rizieq was a religious preacher and teacher at a Jamiatul Khair Hadrami Islamic school in Tanah Abang, Central Jakarta. The area is known as one of the most important centers of sayyid influence. The nearby Kwitang Mosque serves as the ""political center"" of sayyids , to which powerful figures associated with the New Order have affiliated themselves. Noorhaidi's thesis states that the militant group was loosely organized with open membership. Most members came from mosque youth organizations and Islamic schools ( madrasas ). Other members were simply unemployed youngsters who joined because FPI promised payments for each action. FPI became the most active group to conduct raids on public places alleged to be centers of vice. Armed with sticks, members repeatedly attacked cafes, discotheques, casinos and brothels without facing any significant challenge from security personnel. ""On one occasion,"" Noorhaidi writes, ""They attacked the National Commission of Human Rights, which was condemned for acting unfairly toward Muslims and favoring Christians. ""At the time, the commission was investigating the past actions of certain army generals, particularly the then defense minister Wiranto, who was suspected of violating human rights during military operations in Timor Leste."" Wiranto is now a presidential candidate. Last Monday, Guntur told The Jakarta Post that Islam is misused by dirty politicians as a way to reach their political goals. On Jihad The book written by Guntur -- Ustadz, Saya Sudah di Surga (Ustadz, I am in Heaven Already), which was published in 2007 -- and the five books he co-authored, expressed his concerns on Islamic issues. Guntur believes jihad (sometimes thought only to mean holy war but actualy applicable to any moral quest in Islam) is often misused by hard-liners like FPI. ""If we read the Koran critically, we find that jihad is not identical to war. Koran has two terms that are often regarded to have the same meaning, namely jihad , which means 'struggle' in the general sense, and qital , which means 'war'. ""The jihad verses were revealed in the Mecca era, a period when there were no wars (against Islam). The qital verses were revealed in the Medina era (after the Prophet Muhammad migrated to Medina in AD 622), an era charactarized by wars. ""So there was a license for war when the term qital was used, not jihad ."" ""When the jihad verses were revealed in Medina, then the meaning was bound to the context of war in Medina. Misinterpretation arises when contemporary Muslims do not separate the meaning of jihad and qital . Qital is indeed one form of jihad ,"" Guntur said. He said he was aware that hadiths (authenticated sayings) of the Prophet being promoted today were those from the Medina period. Within them, there are also hadiths about jihad , ""So it is understandable if the meaning of jihad is identical with wars"". However, Guntur said, ""We should struggle against the interpretation that 'locks' the meaning of jihad to merely mean war. ""War is a defensive mechanism, not a form of brutality. War was waged during the Rasulullah era to defend religious freedom, which was blocked by military power. Present-day terrorists use the term jihad to attack religious freedom and to spread hatred (against others),"" Guntur said. Silent Majority Guntur is against those tarnishing his religion. His spirit did not die with the physical attack. He appeared on local TV after the FPI assault, voicing his protests against the ""thugs in robes"" from his hospital bed. ""My suffering did not end in the hospital. I was beaten in the courtroom when I appeared as a witness against the FPI militia, before the panel of judges. ""The court also did nothing when Rizieq cried out against a police witness,""Guntur said. Guntur's friends endured similar fates in the courtroom. Nong Darol Mahmada was sexually harassed, and AKKBB supporter Isti was beaten. ""I am still optimistic about the future of religious pluralism in Indonesia despite the absence of legal and political certainty and even though the Muslim majority is keeping silent,"" Guntur said. ""My optimism comes from my faith that only religious pluralism will humanize human beings.""",http://www.thejakartapost.com/news/2008/11/02/guntur-refuses-belong-silent-majority.html,,2008
"Tue, November 4 2008",SMS: Sentence for Rizieq Shihab,"Your comments on the 18-month jail term for chairman of the Islam Defenders Front (FPI) Rizieq Shihab for his role in the violence during a peace rally in Jakarta in June. 18 months can't stop him from pursuing his noble goals, regulations of Islamic law certainly are not negotiable. The Religious Affairs Ministry does not function well! LISMA Bekasi I think the sentence is not enough compared to his actions because years ago he was in jail for another crime. Assault and violence are forbidden in Islam. So, Rizieq should have gotten a three-year jail sentence. AKBAR Jakarta It is about time that justice was enforced. They should lock him up longer! FARAH Jakarta I agree with the sentence against him because members of his organizations are allowed to carry out violence. PIPIT PUSPITASARI Metro, Lampung Islam is the only religion recognized by God and never condones violence. Its image is tarnished by the straying minds of its followers. I suggest the government disband his organization. BONNA Jakarta I think 18 months is nothing compare to the losses (physically and mentally) for the victims. Especially for a mastermind such as Rizieq Shihab -- 18 years, now that would teach a lesson for future terrorist not to mess around in Indonesia. CHANDRA Jakarta Violence confronted by violence just brings about new violence. We never take away lessons from this. Now we are an angry nation. DWIYANTO Blora, Central Java The verdict is right. The law should be enforced on everyone. Not just Rizieq, even the President should respect the law! TRIHONO SEWOYO Blitar, East Java He should receive 18-year sentence, not 18-month. That's the consequence for a radical. ANDY Bandung 18 months are not enough. He committed too many criminal acts. BODI Jakarta 18 months is too short because he is really proven guilty! JOEL TEDJA Jakarta Only through proper education can we see that religion is an individual matter, if not personal in nature. It should not in anyway jeopardize Pancasila state ideology and the unity of our nation. Imposing it upon another is tantamount to trespassing upon the freedom of another. MOELJONO ADIKOESSOEMO Jakarta FPI leader Rizieq Shihab was sentenced because of violence by his supporters in June. The way his supporters express their ideas is not acceptable; also, they argue that they took over the role of the state which did not carry out its duty. He doesn't also live in a country that is based on any religion, but a country that is based on the various values of humanity. For example, the system in Holland is different from the system in Iran. We in Indonesia have our own system, so no citizens can force their own wishes on others. There is ""no state within the state"". Every action against the existing laws will have consequences. We know there are many interests in the country, so only the certainty of law can keep the country at peace. YOGI SUWASONO Jakarta It is too lenient. He should have been sentenced to 15 years to deter other hard-liners from taking the law into their own hands. MURTHY Jakarta About the leader of FPI, that is his risk to receive 18-month sentence. As a Muslim and the leader, he should set a good example for people. Protest must not be conveyed through violence and I also call on the government to be fair to someone who is breaking the law. YURLENI LUBIS Bekasi, West Java I congratulate the court on Rizieq's guilty verdict and, given the actions of the FPI members during and after the trial, it is well justified. The law is the law and his comment about breaking it to achieve FPI's ends just proves his and the FPI's narrow-mindedness and commitment to violence. Pity he only got 18 months. CASPER Jakarta",http://www.thejakartapost.com/news/2008/11/04/sms-sentence-rizieq-shihab.html,,2008
"Mon, November 24 2008",Jakarta courts yet to learn from lax security,"The Central Jakarta District Court has tightened security following a death resulting from courtroom violence, but other courts have yet to follow suit. The atmosphere at the district court was calm on a weekday last week, with visitors waiting patiently to attend one of the five hearings scheduled for the day. The passivity may have been an effect of the presence of the new court officers stationed throughout the building in their blue shirts and uniforms. They were posted there to prevent a recurrence of the violence last month that lead to the murder of Stanley Mukuah, who was stabbed to death with a flagpole while attending a murder trial. ""We replaced the previous security officers -- borrowed from the department of justice. We returned them and hired (guards) from an external security company to do it. They are now stationed at the court 24 hours a day,"" Sugeng Riyono, a justice who is also the court's spokesman, told The Jakarta Post . ""This place is densely crowded. Moreover, in a court building, conflict is bound to arise. There is no way for us to know if a person has bad intentions. So (we took the measure) to prevent the same incident from happening again,"" he said. That also includes stationing plain-clothes officers in the compound. Sulistya, a first time visitor, said she was pleased with the security measures. ""I read about the killing in a newspaper, so I was quite worried. I thought the court was a dangerous place. But coming here myself, I found it surprisingly quiet and orderly,"" said the woman in her 20s. Violence in courts is rare, but in incidences where it has occurred, preventative measures have been found wanting. The murder of Stanley was the bloodiest court room conflict this year, but there had been warnings such a tragedy could occur. During the high-profile trial of Islamic Defender Front (FPI) leader Rizieq Shihab, in which there was a high level of security, a witness was almost set upon in the courtroom by a number of FPI supporters. Each side said the other had provoked the incident. The same court played host to a bizarre spectacle in 2003, when military officers in uniforms attended a session sporting knives and guns. According to the Criminal Law Procedures Code, guns and sharp objects are forbidden in court. Police officers guarding courtrooms are also forbidden to carry weapons. At the time, metal detectors at the court were rarely used. Even now, the newly stationed officers claim checking visitors is troublesome. ""Anyone who passes the gate should register and leave their identity card at the booth, but many refuse. Lawyers are especially hard to stop, they ignore us,"" said Sutrisno, one of the outsourceed officers. He said the security team had reverted to selecting individuals for spot checks based on their suspicions. ""Some are familiar because they are around very often. Some look like they are going to the mosque at the back so we let them off. We only check people who are unfamiliar,"" he said. During the fifteen minute interview, more than 20 people passed through the gate unchecked. Two women said they had been checked twice in the day. Court visitors are not provided with identity cards, meaning it is difficult for security guards to know if visitors have already been checked. Security officers at other courts in Jakarta must search attendees without scanners. At the West Jakarta District Court, security officers stationed at the main entrance judged visitors by eye with assistance from three police officers. ""We only use the door for special court sessions when we think there may be a large crowd involved,"" said Abdul Kodir, a security coordinator who has worked at the court for 10 years, on Tuesday. ""On normal days, we only observe visitors and approach suspicious people to ask them what they are doing here. ""People are not here to cause trouble."" The court was trying more than 100 people that day, he said, adding that more than 300 visitors had attended the sessions. In June 2004, Walterus Refra, brother of gang leader John Kei, was killed in front of the West Jakarta District Court following a trial session of a brawl involving Kei's and Sangaji's gangs that had occurred two months prior. The South Jakarta District Court has also seen its share of violence. In March 2005, hundreds of members of Kei's and Sangaji's gangs attended a trial of the murder of Basri Sangaji, the leader of Sangaji's gang. The 600 police officers deployed to defuse the situation confiscated around 30 various kinds of sharp objects from the involved gang members. Although the court has a metal detector, it is only used for court hearings expected to draw large or angry crowds. ""The degree of risk is usually implied by the type of case. The prosecutors will also inform us if the case to be tried requires special care. In such a case, we would work with the nearby police station to deploy more people,"" South Jakarta District Court spokesperson Soeharto said. Most of the time, he said, they depended on the good behavior of the visitors. ""If there are signs of a potential conflict, we will tell the visitors that the officials there are not their enemies. Lawyers are acting in the interests of their clients, prosecutors of the charges, and the court is just a place to hold the hearing,"" he said. The security officers' nonchalant attitude has left many pondering where and when the next tragedy will occur. Arifin Daulay, a lawyer present at the West Jakarta District Court, said he wondered why there needed to be incidents for the officials to take serious preventative measures. Sugeng said other courts would have to follow in the Central Jakarta District Court's footsteps. ""The impact of that incidence has been nationwide. So there will be a standard (of procedures) in the future. Not only in this courthouse,"" he said.",http://www.thejakartapost.com/news/2008/11/24/jakarta-courts-yet-learn-lax-security.html,,2008
"Wed, November 26 2008","Most Islamic studies teachers oppose pluralism, survey finds","Most Islamic studies teachers in public and private schools in Java oppose pluralism, tending toward radicalism and conservatism, according to a survey released in Jakarta on Tuesday. The study shows 62.4 percent of the surveyed Islamic teachers, including those from Nahdlatul Ulama and Muhammadiyah — the country’s two largest Muslim organizations — reject the notion of having non-Muslim leaders. The survey was conducted last month by the Center for Islamic and Society Studies (PPIM) at Syarif Hidayatullah State Islamic University in Jakarta, involving some 500 Islamic studies teachers throughout Java. It reveals 68.6 percent of the respondents are opposed to non-Muslims becoming their school principle and 33.8 percent are opposed to having non-Muslim teachers at their schools. Some 73.1 percent of the teachers don’t want followers of other religions to build their houses of worship in their neighborhoods, it found. Some 85.6 percent of the teachers prohibit their students from celebrating big events perceived as Western traditions, while 87 percent tell their students not to learn about other religions. Some 48 percent of the teachers would prefer for female and male students to be separated into different classrooms. PPIM director Jajat Burhanudin said the teachers’ anti-pluralist views would be reflected in their lessons and contribute to growing conservatism and radicalism among Muslims in the country. “I think they play a key role in promoting conservatism and radicalism among Muslims nowadays. You can’t say now that conservatism and radicalism only develop on the streets like what has been campaigned by the FPI (the Islam Defenders Front), but rather deep within the education (system),” he said, referring to a radical Islamic group. Jajat said such intolerance threatened the civil and political rights of citizens of other religions. The survey also shows 75.4 percent of the respondents ask their students to call on non-Muslim teachers to convert to Islam, while 61.1 percent reject a new Islamic sect. In line with their strict beliefs, 67.4 percent said they felt more Muslim than Indonesian. The majority of the respondents also support the adoption of sharia law in the country to help fight crime. According to the survey, 58.9 percent of the respondents back rajam (stoning) as a punishment for all kinds of criminal and 47.5 percent said the punishment for theft should be having one hand cut off, while 21.3 percent want the death sentence for those who convert from Islam. Only 3 percent of the teachers said they felt it was their duty to produce tolerant students. With 44.9 percent of the respondents claiming themselves members of Nahdlatul Ulama and 23.8 percent supporters of Muhammadiyah, Jajat said the two moderate organizations had failed to establish their values at the grassroots. “Moderation and pluralism are only embraced by their elites. I am afraid that this kind of phenomenon has contributed to increasing radicalism and even terrorism in our country,” he said.",http://www.thejakartapost.com/news/2008/11/26/most-islamic-studies-teachers-oppose-pluralism-survey-finds.html,,2008
"Fri, December 5 2008",Violent jihadism boasts a new face,"Based on online and TV news in Indonesia, Jihadists have been successful in shaping the ""positive"" image of their activism. Attacks conducted over the last decade are portrayed as the attempt to struggle against the pressure of the West and ruling governments, which they call thaghut , a term allowing them to fight under the name of God. Before the execution of the Bali bombers, Abu Bakar Ba'asyir, the spiritual leader of Jamaah Islamiyah (JI), and now the leader of Jamaah Ansharut Tauhid (JAT), delivered a message on the status of the bombers on the Internet through YouTube. Ba'asyir argues that the three bombers are eligible for the highest reward from God for their actions, which Ba'asyir claims was jihad. Ba'asyir is not the only jihadi leader using cyber facilities to deliver propaganda. Osama bin Laden, Abu Musab Al Zarqawi and Aiman Al Zawahiri of al-Qaeda have used cyberspace to propagate their programs and messages. In Indonesia, blogging is also used by radical, violent communities to promote their ideas of jihad. Cyberspace and print media were also effective instruments for the Bali bombers, turning them into very popular and ""inspiring pioneers"" among radical Muslims. Before their execution on Nov. 9, 2008, the Bali bombers became celebrities, enjoying publicity through the Indonesian and international media. Some interviews by radical print magazines, such as Jihadmagz and Sabili , constructed a positive image, with more Indonesian Muslims sympathizing with them before publication. No wonder, the bombers' funerals were attended by more than 2,000 visitors from all parts of Java and some other Indonesian regions. They were visitors from Afghan veterans, radical organization members, Jihadist school students and the bombers' neighbors in Lamongan, East Java, and Serang, Banten. The silent majority of moderate Muslims will lose their space preserving plurality and tolerance in the long term if they do not take more action to fight against radical jihadism. Democracy and freedom enjoyed by all Indonesians after the collapse of the New Order will turn into a nightmare if the government and the majority of moderate Muslims do not solve the problem immediately. Fawaz A. Gerges ( 2005 ), the chair of International Affairs and Middle Eastern Studies at Sarah Lawrence College, argues that radical jihadist intend to combat the ""far enemy"" as part of their global Jihad. The war, therefore, is between the solidarity of Muslims in Southern Philippines, Southern Thailand, Bosnia, Iraq, Afghanistan and Palestine against the West. But later they will shift their fight to the ""near enemy"". According to interviews and statements by Bali trio and other jihadi leaders showing, they will fight against the near enemy, Muslims in Indonesia, who are against their agenda. Now is the period of their consolidation. They are strengthening their ideology and recruiting more people under the umbrella of radical organizations. The quality of support has more meaning than the numbers. According to the survey of LSI ( 2007 ), the number of JI, Indonesian Mujahiddin Council (MMI) and FPI supports increased significantly between 2005 and 2007. In rural and urban Indonesia, more Muslims have changed their minds, sympathizing with the ideologies and struggle of radical communities. The ongoing financial crisis and the chronic disease of corruption have become effective ways to attract people the caravan of jihad and radical groups. The Nobel laureate Amartya Sen ( 2007 ) argues that the existence of radical jihadists and their struggle is part of expressing identity and the richness of Muslims. More needs to be done to counter terrorism than just imprisoning criminals. Interfaith and multicultural dialogue as well as the global agenda to decrease poverty have to be proponents of policies throughout the world. It will be a more powerful way to finish building the image of peace for the world against the attempt of violent, radical groups. The writer is a lecturer of the Department of International Relations, Syarif Hidayatullah State Islamic University (UIN), Jakarta.",http://www.thejakartapost.com/news/2008/12/05/violent-jihadism-boasts-a-new-face.html,,2008
