Date,Title,Article,Link
"Wed, May 31, 2017| 04:03 pm","BKPM, Standard Chartered ink MoU to attract more investors, clients","The Investment Coordinating Board (BKPM) signed on Wednesday a memorandum of understanding (MoU) with the Indonesian branch of British lender Standard Chartered Bank to jointly promote investment opportunities and banking services. Â  For the BKPM, the cooperation is expected to result in more investors, while the lender hopes to see it translate into more clients. Â  The two-year agreement will see Standard Chartered promote Indonesia as an investment destination to its clients, primarily in Asia, Africa and the Middle East, through its existing Japanese and South Korean special desks as well as through promotional events. (Read also: In Q1, Indonesia reaches 24.4% of 2017 investment target) Â  The bank will hold an investment forum with the BKPM branch in Taiwan on June 14 to attract more investors. Â  It follows a meeting with around 30 businesspeople from China on May 30, during which they expressed interest in the manufacturing and infrastructure sectors, Standard Chartered Bank Indonesia CEO Rino Donny Donosepoetro said. Â  The BKPM, on the other hand, will make Standard Chartered one of its main bank partners to facilitate investorsâ€™ banking needs. Â  â€œThis is one of the BKPMâ€™s efforts to increase investment,â€ù BKPM head Thomas Lembong said. Â  Data from the BKPM show that the total amount of realized direct investment in the first quarter reached Rp 165.8 trillion (US$12.45 billion) or almost 25 percent of this yearâ€™s target of Rp 678.8 trillion. (tas)",http://www.thejakartapost.com/news/2017/05/31/bkpm-standard-chartered-ink-mou-to-attract-more-investors-clients.html
"Wed, July 26, 2017| 05:22 pm",Constitutional Court hears HTI complaint against Perppu,"The Constitutional Court held its first session on Wednesday to hear a complaint from the now-disbanded Hizbut Tahrir Indonesia (HTI), which has challenged the legality of a presidential regulation in lieu of law (Perppu) issued as the legal basis for disbanding the Islamic organization. Representing the organization is senior lawyer and former law and human rights minister Yusril Ihza Mahendra, who in his first statement to the court asked the justices to decide who should file the complaint in the first place. ""We have a bit of a legal problem regarding the legal standing of who should file the judicial review. We want the panel of judges to provide clarification on this,"" Yusril told the hearing. Responding to the statement, Constitutional Court justice I Gede Dewa Palguna said both individuals in the organization or officials representing HTI could file the judicial review. Earlier this month, President Joko ""Jokowi"" Widodo signed a the Perppu to ban organizations deemed anti-Pancasila. Last week, the Law and Human Rights Ministry issued a follow-up regulation to disband the HTI based on the Perppu. The HTI said it would also challenge the decision at a state administrative court.",http://www.thejakartapost.com/news/2017/07/26/constitutional-court-hears-hti-complaint-against-perppu.html?fb_comment_id=1534272733296870_1534283346629142
"Fri, July 21, 2017| 11:22 pm",Election law should not exist: Expert,"Constitutional law expert Yusril Ihza Mahendra has said he is ready to file a judicial review request with the Constitutional Court to challenge the newly-passed election bill. â€œAs soon as the President [Joko â€˜Jokowiâ€™ Widodo] signs the election law, I will file a judicial review request,â€ù he said in an a statement on Friday. On Thursday, the House of Representatives passed a long overdue election bill, which requires a presidential candidate to get support from a party or coalition of parties with at least 20 percent of the seats in the legislature or 25 percent of the popular vote based on the outcome of the 2014 legislative elections. Yusril said the presidential threshold contradicted the 1945 Constitution and, therefore, should not exist. â€œThe submission of a recommendation for president and vice president candidates from political parties should be carried out before the legislative election. Whether or not the election is simultaneous, the presidential threshold should not exist,â€ù he said. Yusril hoped the Constitutional Court would be neutral in examining his request for a review on the election bill. â€œI hope no one interferes with the court,â€ù he said, adding he was ready to file the judicial review alone should no one else want to fight against the law. (ecn/ebf)",http://www.thejakartapost.com/news/2017/07/21/election-law-should-not-exist-expert.html?fb_comment_id=1538783059516744_1539185062809877
"Fri, July 21, 2017| 09:00 am",Police investigate mass organizations believed to be â€˜anti-Pancasilaâ€™,"The National Police are investigating a number of organizations believed to be acting against the state ideology of Pancasila and the 1945 Constitution, a day after the government banned Islamic organization Hizbut Tahrir Indonesia (HTI). Â â€œThere are some organizations [suspected of acting against the Pancasila]. We are investigating them,â€ù said National Police spokesman Insp. Gen. Setyo Wasisto as reported by Antara. Signed on July 10, presidential regulation in lieu of law (Perppu) No.2/2017 on Mass Organizations gives the government the power to disband an organization without due process and prohibits any organization to adopt and spread an ideology contradicting Pancasila. Police are communicating with the Law and Human Rights Ministry and the Coordinating Political, Legal and Security Affairs Ministry in their investigation into the organizations. On Wednesday, the government banned HTI, an organization that aims to establish a global Islamic caliphate, claiming its actions were not in line with Pancasila â€” the foundation of Indonesiaâ€™s pluralistic society. Rights activists consider the move â€œundemocraticâ€ù and threatened the freedom of assembly and association. Amnesty International Indonesia chairman Usman Hamid said banning HTI would instead push some of its most conservative members to join extreme, violent groups operating underground, and this would eventually bring further threats to the country. (saf/ebf)",http://www.thejakartapost.com/news/2017/07/21/police-investigate-mass-organizations-believed-to-be-anti-pancasila.html?fb_comment_id=1389560587788732_1390691837675607
"Tue, May 9, 2017| 10:03 pm",Move to ban HTI not anti-Islamic groups: Minister,"The government has emphasized that its move to ban the hard-line Hizbut Tahrir Indonesia (HTI) group does not mean it is against all religious groups. Religious Affairs Minister Lukman Hakim Saifuddin said on Tuesday that the government did not find the HTIâ€™s dakwah (proselytization) a problem, â€œbut more so itâ€™s political move to change the countryâ€™s ideology,â€ù The Office of the Coordinating Political, Legal and Security Affairs Minister decided Monday to ban the HTI on the grounds that it was promoting the establishment of an Islamic caliphate in Indonesia, contravening the Pancasila state ideology and Constitution. The governmentâ€™s move has caused an uproar from rights groups, which say the government failed to follow the proper legal procedures to ban an organization. Â Â  â€œWe will take the issue to court so that the HTI can have the chance to express their defense. That shows that we are not carrying out a repressive act,â€ù Lukman said. (foy)",http://www.thejakartapost.com/news/2017/05/09/move-to-ban-hti-not-anti-islamic-groups-minister.html
"Tue, May 9, 2017| 06:25 pm",Govtâ€™s move to ban HTI responded to coldly in Surakarta,"The Surakarta branch of the mass Islamic organization, Hizbut Tahrir Indonesia (HTI), claims it does not take the governmentâ€™s move to ban the group seriously, saying it is no more than just talk. Moreover, it says the HTI is a legal organization that has been registered at the Law and Human Rights Ministry. â€œWeâ€™re not worried about that. Just calm down. The HTI is a legal organization and Hizbut Tahrir has never violated the law,â€ù the spokesperson of the Women's Wing of HTI Surakarta, Darma Sri Wahyu, said on Tuesday. She said Hizbut Tahrir had never held any illegal activities. Nevertheless, HTI Surakarta would fully follow any decision the organizationâ€™s central executive board made to respond to the planned ban. â€œLetâ€™s wait and see. What is clear is that HTI Surakarta is ready follow all the central executive boardâ€™s decisions and policies,â€ù said Darma. (Read also: HTI ban against the law: Experts) The Surakarta administration also has not yet made any decision over the governmentâ€™s plan to dissolve the HTI. Surakarta National and Political Unity Office (Kesbangpol) acting chairman Said Romadhon stated the administration had not yet received any notification from the Law and Human Rights Ministry on the disbandment of the Islamic mass organization. Â  The HTI has faced a considerable amount of rejection in Surakarta. On April 15, hundreds of members of GP Ansor, the youth wing of Indonesiaâ€™s largest Islamic organization Nahdlatul Ulama (NU), held a long march in Karanganyar to reject the HTI. The Ansor members later held a call-to-readiness ceremony to show their loyalty to the Unitary State of the Republic of Indonesia and convey their rejection of the HTI, which aims to establish an Islamic caliphate. (ebf) Â ",http://www.thejakartapost.com/news/2017/05/09/govts-move-to-ban-hti-responded-to-coldly-in-surakarta.html
"Tue, May 9, 2017| 06:18 pm",Christian student group criticizes govt's move to ban HTI,"The Indonesian Christian Students Movement (GMKI) has said it disagrees with the governmentâ€™s move to disband the hard-line Islamist group Hizbut Tahrir Indonesia (HTI), saying it would not be in line with Pancasila values. The GMKI stated in a press release on Tuesday that the governmentâ€™s ""was reactive"" and the move could instead ""undermine democracy itself."" The GMKI also said the decision to seek a ban for the HTI reflected the governmentâ€™s failure to create programs to guide Pancasila values. (Read also: HTI protests governmentâ€™s â€˜arbitraryâ€™ move) ""Every citizen has the rights to learn about any ideologies,"" it stated, adding that the government's decision was a political move that could irritate Muslims in Indonesia. ""Any policies regarding organizations labelled by the government as radical or anti-Pancasila must stay in the judicial sphere, rather than making an announcement that could create public anxiety,"" (rdi/bbs)",http://www.thejakartapost.com/news/2017/05/09/christian-student-group-criticizes-govts-move-to-ban-hti.html
"Mon, May 8, 2017| 03:26 pm",Jokowi administration moves to ban Islamic group,"Following a string of sectarian rallies in the country's capital and other provinces, the government decidedÂ on Monday to ban the hard-line Hizbut Tahrir Indonesia (HTI) group on the grounds thatÂ its activitiesÂ contradictedÂ the Pancasila state ideology and had becomeÂ a threat to the countryâ€™s unity. The ban recommendation, if passed by a court, would be the second time the government banned the activities of religious minorities in the country. President Joko ""Jokowi"" Widodo's administration banned earlier the Fajar Nusantara Movement (Gafatar) and evicted members of the group from theirÂ settlement in Mempawah, West Kalimantan.Â  Coordinating Political, Legal and Security Affairs Minister Wiranto announced the decisionÂ on MondayÂ on the sidelines of a ministerial meeting to comprehensively examine all mass organizations in the country, a move taken amid growing radicalism in Indonesia. â€œThe President has instructed us to review all mass organizations to identify those with values that contradict Pancasila or the unity of the state. [â€_] As a legally operating organization, the HTI has no positive role in achieving the national goal,â€ù Wiranto told reporters at his office. â€œHTI has also promoted values that contradict Pancasila and the 1945 Constitution. The activities of the group have also collided with the public, thus poses a threat to the unity of the republic [of Indonesia]. For this reason, the government has decided to ban the HTI,â€ù he said. (Read also:Â Gafatar ban seen as a setback) In the wake of a blasphemy case againstÂ Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama, conservative Muslim groups have staged a string of rallies demanding his prosecution. (wit)",http://www.thejakartapost.com/news/2017/05/08/jokowi-administration-recommends-ban-on-islamic-group.html?fb_comment_id=1543948729002624_1545948468802650
"Mon, May 8, 2017| 09:33 pm",HTI protests governmentâ€™s â€˜arbitraryâ€™ move,"Hard-line group Hizbut Tahrir Indonesia (HTI) has objected to the governmentâ€™s decision to ban the group, referring to the move as arbitrary and unconstitutional. HTI Spokesperson Ismail Yusanto argued that HTI had not received a warning from the government in relation to the organizationâ€™s operations in the country, as required by the 2013 Mass Organizations Law â€œThe HTI is a legal organization. We have been operating for more than 20 years peacefully. We have never violated the law,â€ù Ismail told reportersÂ on Monday. â€œThe governmentâ€™s move to ban us has raised questions because the government has never asked us for clarification or whatsoever. This is regrettable because we have never received a warning, not even one,â€ù he added. â€œIt is said that this is a law-based country. Thus the government must uphold the law and not act arbitrarily.â€ù The government has recommended banning the HTI over its activities that are deemed contradictory to the Pancasila state ideology. The move comes following a string of sectarian rallies in the countryâ€™s capital and other provinces. The announcement has raised criticism from various groups calling for the government to comply with the law that requires the government to consult the courts in making a final decision. â€œThe government must uphold and comply with the principles of due process that places the court as the center of the legal process,â€ù Institute for Policy Research and Advocacy (Elsam) researcher Wahyudi Djafar said.",http://www.thejakartapost.com/news/2017/05/08/hti-protests-governments-arbitrary-move.html
"Mon, May 8, 2017| 07:35 pm",Government urged to consult courts on banning HTI,"Lawmakers have urged the government to comply with legal procedures, and thus consult with the courts in taking action against any mass organization deemed to promote beliefs contradictory to the Pancasila state ideology, such as the hard-line Hizbut Tahrir Indonesia (HTI) group. Deputy chairman of House of Representatives Commission II, which oversees regional administrations, Ahmad Riza Patria, reminded the government that Law No. 17/2013 on mass organizations required the government to issue official warnings to any organization deemed problematic. Citing the law, the politician from the Gerindra Party further highlighted the involvement of the courts in the process, saying that the government could take any â€œproblematicâ€ù organization to court if all warnings were ignored. â€œTherefore, the government cannot arbitrarily ban any [mass] organization. A court verdict is a must to validate the decision,â€ù Riza saidÂ MondayÂ when asked about the governmentâ€™s announcement to ban the HTI. Earlier on Monday, Coordinating Political, Legal and Security Affairs Minister Wiranto told reporters that the government decided to banÂ the HTI because the organization promoted beliefs contradictory to Pancasila and the 1945 Constitution. Several lawmakers have questioned whether the government has complied with all administrative and legal procedures, as required by the 2013 Mass Organizations Law before making the decision. Deputy chairman of the Peopleâ€™s Consultative Assembly (MPR), Hidayat Nur Wahid, asked the government to uphold democratic procedures in dealing with mass organizations. â€œWe are living in the Reform Era. Law enforcement should be preserved. The government cannot be repressive,â€ù Hidayat, a Prosperous Justice Party (PKS) politician, stated. Â ",http://www.thejakartapost.com/news/2017/05/08/government-urged-to-consult-courts-on-banning-hti.html
"Tue, May 9, 2017| 05:58 pm",HTI ban against the law: Experts,"Constitutional law experts have said the government's move to ban the hard-line Islamic Hizbut Tahrir Indonesia (HTI) group did not follow proper legal procedures. Â  Constitutional law expert Feri Amsari of Andalas University in West Sumatra said the government had not carefully studied the 2013 Mass Organizations Law. Citing Article 61 of the law, Feri said administrative measures such as issuing warning letters, initiating dialogue, suspending activities and fund freezing should be taken prior to imposing a ban. He said articles 68 and 69 stipulated a decision to ban a mass organization was in the hands of the courts â€œItâ€™s too hasty for the government to immediately ban an organization without carrying out the initial necessary steps,â€ù Feri said. HTI earlier claimed that it had never received a warning letter from the government. (Read also: Jokowi administration moves to ban Islamic group) The government announced on Monday that it would ban the HTI on the grounds that it promoted values that contravened Pancasila and the 1945 Constitution. The HTI's main aim is to establish an Islamic caliphate in Indonesia. Constitutional law expert Asep Warlan Yusuf of Parahyangan Catholic University said the governmentâ€™s move set a bad precedent. â€œThe approach has ignored all procedures. The government has closed room for dialogue,â€ù Asep said. Political expert Hendri Satrio of Paramadina University shared a similar opinion. â€œAlthough many people oppose the HTI's ideology, the government must follow the proper procedures.â€ù (ebf) Â ",http://www.thejakartapost.com/news/2017/05/09/hti-ban-against-the-law-experts.html
"Sun, April 23, 2017| 03:16 pm","Indonesia does not need caliphate, MUI chief says amid social media frenzy ","Indonesian Ulema Council (MUI) chairman Ma'ruf Amin stated on Saturday that a caliphate, a system of Islamic rule under a leader considered a successor to Prophet Muhammad, was not suitable for Indonesia, since the country had adopted the system of a republic. ""A republic as the foundation of the nation has been agreed. We don't need to talk about a caliphate anymore, [the debate about it] is already over,"" he said after the opening of an economic congress in Jakarta, as quoted by kompas.com. (Read also: Banser takes down banners promoting Islamic country in Central Java) Ma'ruf said Indonesia's founding fathers of different backgrounds had approved the democratic republican system. He added that the proposal of a caliphate would trigger turmoil. ""It has become noisy again since the emergence of groups wanting a new system,"" he said, referring to the planned International Khilafah Forum to be held in Jakarta on Sunday, organized by hard-line group Hizbut Tahrir Indonesia (HTI). Reports of the event have triggered a social media frenzy, with hash tag #KhilafahSolusinya (a caliphate is the solution) going viral. Dakwah adalah realitas, islam dg Quran dan Sunnah adalah jalan utamanya.Mewujudkan Islam sbg jalan hidup. #KhilafahSolusinya. Some claimed to have made social media posts from the event at Balai Sudirman in South Jakarta.  But the idea immediately triggered rejection from netizens, making the hash tag one of the nationally trending topics on Sunday. Not just on 4/20, you'll watch people get stoned everyday. #khilafahsolusinya Members of Banser, the youth wing of the Nahdlatul Ulama, hold a rally against Islamic radicalism and for religious pluralism in Kediri, East Java, in February 2017. (Antara/Prasetia Fauzani) Previously, Jakarta Police spokesperson Sr. Comr. Argo Yuwono said Saturday that the police had not issued a permit for the forum by HTI after evaluating the potential risks of the event. (rdi/bbs)",http://www.thejakartapost.com/news/2017/04/23/indonesia-does-not-need-caliphate-mui-chief-says-amid-social-media-frenzy.html?fb_comment_id=1436892909703512_1438169906242479
"Mon, April 10, 2017| 10:34 am",Banser takes down banners promoting Islamic country in Central Java,"Hundreds of members of Barisan Ansor Serbaguna (Banser), the youth wing of Indonesia's largest Muslim organization,Â the Nahdlatul Ulama (NU), haveÂ taken down banners calling for the creation of khilafah,Â or Islamic country. The banners featured the logo of Hizbut Tahrir Indonesia (HTI) and were set up in several regencies of Central Java, before being taken down on Sunday. They were found in strategic locationsÂ of Banyumas, Cilacap, Purbalingga and Brebes. â€œThose banners have no permits and they contain an invitation to build an Islamic country. This is not right, and Banser is against it,â€ù Andry Widyanto, the coordinating head of Banser in Banyumas, told The Jakarta Post. (Read also: Jokowi, allies call for national unity amid pressure) Andry said the banners had been found in 20 locations in Purwokerto, the capital of Banyumas regency. He added that Banser would fight anything that harmed national unity, including the idea of building an Islamic country. He said his teamâ€™s decision to take down the banners was the decision of all Banser members. â€œWe have coordinated with the police, and they gave us the permission to do this,â€ù he added. Banyumas Police chief Adj. Sr. Comr. Aziz Andriansah was involved inÂ guidingÂ Banserâ€™s action. He said he had asked Banser members to go about their action in a calm way. Aziz said he had not known about the presence of HTIÂ in Banyumas and said police also had yet to discover which party was behind the installation of the banners.",http://www.thejakartapost.com/news/2017/04/10/banser-takes-down-banners-promoting-islamic-country-in-central-java.html
"Mon, April 10, 2017| 08:39 pm",Police ban hard-line group's event in Semarang,"Police in Semarang, Central Jakarta, banned an event held by Islamic hard-line group Hizbut Tahrir Indonesia (HTI) on Sunday night, as they believed it to be a threat to religious harmony in the city. Semarang Police chief Sr. Comr, Abiyoso Seno Aji said on Monday that the event at the Grasia Hotel, which was opposed by GP Ansor, the youth wing of Nahdlatul Ulama (NU) the countryâ€™s largest Muslim organization, and the Laskar Merah Putih mass organization, could lead to public disorder. â€œI donâ€™t want any trouble in Semarang,â€ù Abiyoso said, adding that the HTI did not obtain a police permit for the gathering. GP Ansor field coordinator Munir said his organization was strongly against the event, â€œbecause of the HTIâ€™s stance of rejecting the Pancasila state ideology.â€ù Hundreds of GP Ansor members surrounded the venue hours before the event was scheduled and checked on people entering the hotel.",http://www.thejakartapost.com/news/2017/04/10/police-ban-hard-line-groups-event-in-semarang.html
"Fri, March 31, 2017| 12:05 am"," NU, Muhammadiyah call on members to avoid 313 rally","Nahdlatul Ulama executive board chairman Marsudi Syuhud has called on members of the largest Muslim organization in Indonesia to refrain from participating in Fridayâ€™s mass rally organized by Islamic group the Muslim Peopleâ€™s Forum (FUI). â€œIn a democratic country, holding a rally is permitted but it must comply with the law,â€ù he told The Jakarta Post on Thursday. Marsudi said protesters must voice their concerns on a particular issue in a civilized way. â€œI personally want NU members to not participate in the rally,â€ù he said. Thousands of supporters of Islamic organizations are set to participate in a mass demonstration, called the 313 rally, on Friday. The rally is a follow up to similar protests held last year on Nov. 4 and Dec. 2 against Jakarta Governor Basuki â€œAhokâ€ù Tjahaja Purnama. Abdul Muâ€™ti, the secretary-general of Muhammadiyah, Indonesiaâ€™s second largest Islamic organization, said the 313 rally must be conducted in a responsible manner. â€œConveying aspirations and opinions openly to the public via mass media, social media or other forms of media must be carried out in a responsible way through existing rules and laws,â€ù he said as quoted by Antara on Thursday.Â  Muâ€™ti said legally, there was no problem with the 313 rally because it was in accordance with the 1945 Constitution, under which all Indonesians had the right to convey their grievances, verbally or in writing. He said the rally had political content because the protesters were demanding that President Joko â€œJokowiâ€ù Widodo dismiss Ahok from his position. â€œObviously itâ€™s a political action, especially if it is connected to Ahokâ€™s position as a Jakarta gubernatorial candidate.â€ù (mrc/ebf)",http://www.thejakartapost.com/news/2017/03/31/nu-muhammadiyah-call-on-members-to-avoid-313-rally.html
"Sat, March 18, 2017| 09:02 am",Police target â€˜land mafiaâ€™,"President Joko â€œJokowiâ€ù Widodo knows he has set himself a herculean task with his agrarian reform. However, on Friday, his administration took a major step forward when the National Police in cooperation with the Agrarian and Spatial Planning Ministry pledged to take stern action against rampant so-called â€œland mafiaâ€ù practices in the country. The two institutions signed a memorandum of understanding (MoU) to pave the way for police to crack down on such practices and resolve land conflicts, which in the past have seen the involvement of private and state actors, including the police themselves. â€œWe want to eradicate the land mafia [...] they have been toying with law enforcement,â€ù National Police chief Gen. Tito Karnavian said after the MoU signing. The general also acknowledged that police personnel had colluded with the land mafia. â€œ[When it comes to] dealing with our ranks, [the mafia] knows the tricks,â€ù Tito said. He also admitted the land mafia used bribery as a shortcut to get land disputes settled. Tito said the police and the ministry would form a special team within a month to forge ways to tackle problems surrounding issues such as the overlapping of authority among agencies, a messy land ownership database, poor access to land certification and illegal levies, among other issues. The MoU also covers an agreement to speed up the certification of land plots owned by the National Police. â€œThere is a total of 83 million square meters of land owned by the police that do not have certificates,â€ù Tito said. Jokowi has promoted his agrarian reform plan as a key to reducing poverty as well as narrowing the equality gap. The reform agenda includes the granting of 21.7 million hectares of idle land to customary peoples and poor farmers to improve their welfare and reduce economic disparity. But land problems, which could seriously hamper the reform plan, have been a major problem for many years, with disputes involving big companies, especially farming and mining firms, often resulting in social conflict, as a result of the involvement of police and military personnel. Observers have also noted other common land mafia practices in the country, including falsification of land-ownership certificates involving collusion between corporations and officials from different government institutions. Agrarian and Spatial Planning Minister Sofyan Djalil said his ministry had allocated Rp 2 trillion (US$150 million) from the state budget this year to issue 5 million land certificates. The target will be increased to 7 million certificates next year and 9 million the year after. â€œOnly 44 percent of the total land assets in Indonesia have been certified. Thereâ€™s a long way to go,â€ù he said. Separately, Office of the Presidential Staff (KSP) chief Teten Masduki acknowledged it would be an arduous road toward achieving the desired result. â€œItâ€™s certainly ambitious,â€ù Teten told reporters on the sidelines of the fifth Congress of Indigenous People of the Archipelago in Tanjung Gusta in North Sumatra. KSP data show that, of the total target of 4.5 million hectares of land to be distributed to farmers, only around 63,900 ha and 123,280 ha were processed in 2015 and in the first eight months of 2016, respectively. Of the targeted 4.5 million hectares of land to be legalized by 2019, only 424,573 ha had been completed as of 2016. Teten, however, insisted that the land-redistribution plan would take the side of small-scale farmers, and not companies, especially those running palm oil plantations â€” a longstanding driver of deforestation and forest fires. â€œThe agrarian reform plan will not pave way for the opening of new oil palm plantations. The government wants companies to concentrate on developing their downstream industry,â€ù Teten said. Chairman of the National Council of Agrarian Reform Consortium (KPA) Iwan Nurdin said he was not very impressed by the agreement. â€œThose two institutions are the ones with the most officials who tend to abuse their authority in helping the land mafia,â€ù he said. (dis)",http://www.thejakartapost.com/news/2017/03/18/police-target-land-mafia.html
"Tue, March 14, 2017| 10:31 am","VP Pence to visit Indonesia, meet Jokowi","Coordinating Political, Legal and Security Affairs Minister Wiranto has said US Vice President Mike Pence will visit Indonesia and meet with President Joko â€œJokowiâ€ù Widodo. Â  He said the information was conveyed by US Ambassador to Indonesia Joseph R. Donovan Jr. during a meeting at Wiranto's office in Central Jakarta on Monday. Wiranto explained that during the meeting, he and Donovan discussed matters that would be highlighted during the Jokowi-Pence meeting, kompas.com reported. He said several strategic issues that would be discussed involved relations between the two countries. He could not give details on when the meeting would take place. â€œWhat we discussed was not about the time of the planned visit but more about the substance of matters the US vice president could use as a guideline in his talks with President Jokowi. It is related to strategic matters that could be discussed in their meeting,â€ù said Wiranto. (dis/ebf)",http://www.thejakartapost.com/news/2017/03/14/vp-pence-to-visit-indonesia-meet-jokowi.html
"Fri, March 3, 2017| 07:37 am",Saudi king calls for moderate Islam,"For decades Wahhabism, the strict strain of Islam that promotes a literal interpretation of the Quran, has been Saudi Arabiaâ€™s predominant faith, and since the 1970s the oil-rich kingdom has been generous in sending funds to other Muslim countries to promote this conservative version of Islam. Now that Wahhabism has been linked with radicalism and even terrorism, the Saudi government has stepped up its campaign to counter that perception and the state visit of King Salman bin Abdulaziz Al Saud to Indonesia, where religious conservatism has gained ground alongside frequent terrorist attacks, was part of the public relations campaign. After dealing with business on the first day of his visit, King Salman on Thursday kicked off his charm offensive in a speech during a 30-minute special session at the House of Representatives, calling for a united front to deal with what he termed â€œa clash of civilizationsâ€ù and terrorism. â€œThe challenges that the Muslim community and the world in general faces, like terrorism and the clash of civilizations and the lack of respect for a countryâ€™s sovalso ereignty, require us to unite in dealing with these challenges,â€ù the monarch said in his two-minute speech, which was interrupted by rounds of applause from members of the House and guests, including former president Susilo Bambang Yudhoyono and former vice president Try Sutrisno. Later in his meetings with leaders of the countryâ€™s major Islamic organizations, the octogenarian king promoted a tolerant version of Islam as the key in the fight against terrorism and radicalism. Religious Affairs Minister Lukman Hakim Saifudin, who had organized the meeting, said Indonesia and Saudi Arabia agreed to promote a moderate version of Islam. â€œThe two countries have come to an understanding that we would prioritize the promotion of Islam as rahmatan lil alamin [blessing for the universe]. What is needed to maintain the stability of global civilization is the moderation of Islam,â€ù said Lukman, who joined the 30-minute session at the State Palace on Wednesday. President Joko â€œJokowiâ€ù Widodo attended. During the session, three Muslim scholars were given the chance to speak directly to the monarch, including Indonesian Ulema Council (MUI) chairman Maruf Amin, who issued an edict last year calling for the prosecution of Jakarta Governor Basuki â€œAhokâ€ù Tjahja Purnama for allegedly insulting the Quran. Earlier on Wednesday, King Salman and President Jokowi witnessed the signing of 11 agreements, including one addressing the issue of transnational crimes and global extremism, radicalism and terrorism. To further bolster its counterterrorism campaign, the Saudi government offered free haj trips for family members of personnel of the National Policeâ€™s counterterrorism squad Densus 88 who were killed while on duty. To further burnish his credentials as a promoter of moderate Islam, King Salman is expected to hold an interfaith forum on Friday, shortly before departing for Brunei Darussalam. Despite the visiting monarchâ€™s pledge to join efforts to counter radicalism, the Saudi government continues to promote its conservative brand of Islam. Saudi Arabia is likely to step up its campaign to spread its version of Islam as it plans to open new campuses of the Saudi-funded Islamic and Arabic College of Indonesia (LIPIA) in Makassar, Surabaya and Medan. Currently, LIPIA only has a campus in Jakarta. Students studying at LIPIA will pay no tuition fees, as they receive Saudi-funded scholarships. Students will also receive a monthly stipend while studying at the institute. The college is known for graduating students ingrained with the conservative strain of Islam, including convicted terrorist Aman Abdurrahman, who has been known for his efforts to spread Islamic State (IS) movement propaganda. Alongside the Indonesian Society for the Propagation of Islam (DDII), LIPIA has been the primary beneficiary of Saudi funding in the country. Human rights groups have expressed concerns that conservative clerics in the country are promoting an agenda that conforms with the ideals of Wahabbism, including the call for the persecution of minority Muslim groups like Shiites and Ahmadiyah members. In Malaysia, where the visiting Saudi monarch agreed to invest US$7 billion in an oil refinery, the daughter of former prime minister Mahathir Mohamad, Marina Mohamad, lashed out against what she called Arab colonialism.",http://www.thejakartapost.com/news/2017/03/03/saudi-king-calls-for-moderate-islam.html
"Wed, March 1, 2017| 06:34 pm","Indonesia, Saudi Arabia aim to strengthen bilateral ties ","President Joko â€œJokowiâ€ù Widodo and his Saudi Arabian counterpart, King Salman bin Abdulaziz Al Saud, utilized the latterâ€™s visit to Indonesia as momentum to strengthen bilateral relations between the two countries. Jokowi said both Indonesia and Saudi Arabia would always have a special relationship. Citing facts, the President said Indonesia was the country with the largest Muslim population in the world and that in 1947, Saudi was among the first countries that acknowledged Indonesiaâ€™s independence. â€œIndonesia and Saudi Arabia are two big countries with an important influence in the region. It is a good thing for us to increase the cooperation. The majestyâ€™s visit is momentum to strengthen the relationship between Indonesia and Saudi Arabia, which have united through Islam, brotherhood and a mutually beneficial relationship,â€ù he said at the Bogor Palace on Wednesday. (Read also: King Salman gets warm welcome in Bogor) The President said he prayed for King Salman, his family and all Saudi Arabian citizens that they would always be healthy and prosperous. In reply to Jokowiâ€™s pray, King Salman expressed his gratitude and thanked him for the invitation as well as the warm welcome. (ebf)",http://www.thejakartapost.com/news/2017/03/01/indonesia-saudi-arabia-aim-to-strengthen-bilateral-ties.html
"Fri, October 28, 2016| 03:29 pm",Suciwati urges Jokowi to be consistent and open with Munir case,"Suciwati, the widow of murdered human rights activist Munir Said Thalib, has called on the government to immediately make public a report composed by a fact finding team (TPF) into the death of Munir. She also urged President Joko â€œJokowiâ€ù Widodo to be consistent in resolving the murder case. â€œIt is Jokowi who bears most of the responsibility to reveal the case. We are calling on the government to open up the TPF report to the public,â€ù said Suciwati. Accompanied by Yati Andriyani from the Commission for Missing Persons and Victims of Violence, Suciwati expressed this hope in a discussion with the Alliance of Independent Journalists in Manado, North Sulawesi, on Thursday. Suciwati said she saw alleged carelessness and legal disobedience within the Presidentâ€™s administration. The current government claimed it did not have the TPF document while former president Susilo Bambang Yudhoyono earlier admitted it had been officially received on June 24, 2015. Suciwati said the governmentâ€™s response, which stated that it could not publicize the Munir report because it did not have it in its possession, and then defended itself by saying that the document was probably being kept by Yudhoyono, showed that it was in a state of panic. â€œThis case shows that a citizen, who should have been protected by the state, was instead killed by a state institution. This is an injustice, perpetrated by the state. We have to fight against this,â€ù said Suciwati. Yati said they would visit 10 other cities across Indonesia to call for more government openness. Â  â€œThis is to show that Indonesians want the government to be transparent.â€ù (ebf)Â ",http://www.thejakartapost.com/news/2016/10/28/suciwati-urges-jokowi-to-be-consistent-and-open-with-munir-case.html
